FEATURE_ID,FEATURE_NA,FEATURE_CL,STATE_ALPH,STATE_NUME,COUNTY_NAM,COUNTY_NUM,PRIMARY_LA,PRIM_LONG_,PRIM_LAT_D,PRIM_LON_1,SOURCE_LAT,SOURCE_LON,SOURCE_L_1,SOURCE_L_2,ELEV_IN_M,ELEV_IN_FT,MAP_NAME,DATE_CREAT,DATE_EDITE
1957008,Ells-Harrison Park,Park,NH,33,Cheshire,5,425647N,0721613W,42.946469600000000,-72.270363000000003,,,,,153,502,Keene,08/27/2002,
1957009,Fuller Park,Park,NH,33,Cheshire,5,425632N,0721643W,42.942303000000003,-72.278696600000004,,,,,154,505,Keene,08/27/2002,
1957010,Hickey-Desilets Park,Park,NH,33,Cheshire,5,425540N,0721710W,42.927858800000003,-72.286196599999997,,,,,144,472,Keene,08/27/2002,
1957017,Otter Brook State Park,Park,NH,33,Cheshire,5,425800N,0721340W,42.966747200000000,-72.227862400000006,,,,,226,741,Marlborough,08/27/2002,
1957102,Kinson State Wildlife Management Area,Park,NH,33,Cheshire,5,430640N,0721228W,43.111189199999998,-72.207863099999997,,,,,391,1283,Marlow,08/27/2002,
1957104,McDaniels Marsh State Wildlife Management Area,Park,NH,33,Sullivan,19,433200N,0720358W,43.533406300000003,-72.066197200000005,,,,,338,1109,Enfield Center,08/27/2002,
1957135,Ryan State Wildlife Management Area,Park,NH,33,Cheshire,5,425340N,0720708W,42.894526599999999,-72.118971400000007,,,,,401,1316,Dublin,08/27/2002,
1957136,Peterson State Wildlife Management Area,Park,NH,33,Cheshire,5,425356N,0720108W,42.898971600000003,-72.018969700000000,,,,,318,1043,Dublin,08/27/2002,
1957526,John Hay National Wildlife Refuge,Park,NH,33,Merrimack,13,432056N,0720236W,43.348769900000001,-72.043455600000001,,,,,353,1158,Sunapee Lake South,08/27/2002,05/20/2017
1957586,Wendell Marsh State Wildlife Management Area,Park,NH,33,Sullivan,19,432242N,0720625W,43.378407899999999,-72.107030399999999,,,,,296,971,Sunapee Lake North,08/27/2002,
1957588,Dewey Park,Park,NH,33,Sullivan,19,432353N,0720455W,43.398130100000003,-72.082030099999997,,,,,368,1207,Sunapee Lake North,08/27/2002,
1957612,Gordon State Wildlife Management Area,Park,NH,33,Sullivan,19,432513N,0720338W,43.420352100000002,-72.060640899999996,,,,,385,1263,Sunapee Lake North,08/27/2002,
1957624,Cornish State Wildlife Management Area,Park,NH,33,Sullivan,19,432843N,0722240W,43.478682800000001,-72.377868599999999,,,,,149,489,Windsor,08/27/2002,
